TICKER,OFTIC,MEASURE,VALUE,ANNDATS,ACTUAL
AMZN,AMZN,SAL,72567,2019-10-24,75452
AMZN,AMZN,SAL,73453,2019-10-24,75452
AMZN,AMZN,SAL,72900,2019-10-24,75452
AMZN,AMZN,SAL,71418,2019-10-25,75452
AMZN,AMZN,SAL,70554,2019-10-25,75452
AMZN,AMZN,SAL,72604.3,2019-10-25,75452
AMZN,AMZN,SAL,70437,2019-10-25,75452
AMZN,AMZN,SAL,73704,2019-10-25,75452
AMZN,AMZN,SAL,70743.46,2019-10-25,75452
AMZN,AMZN,SAL,70483,2019-10-25,75452
AMZN,AMZN,SAL,70872,2019-10-25,75452
AMZN,AMZN,SAL,73070.166,2019-10-25,75452
AMZN,AMZN,SAL,70829.942,2019-10-25,75452
AMZN,AMZN,SAL,72640,2019-10-25,75452
AMZN,AMZN,SAL,70161,2019-10-25,75452
AMZN,AMZN,SAL,71225.369,2019-10-25,75452
AMZN,AMZN,SAL,71689,2019-10-25,75452
AMZN,AMZN,SAL,69363.45,2019-10-25,75452
AMZN,AMZN,SAL,72401,2019-10-25,75452
AMZN,AMZN,SAL,71632,2019-10-25,75452
AMZN,AMZN,SAL,71658.2,2019-10-25,75452
AMZN,AMZN,SAL,73359.798,2019-11-26,75452
AMZN,AMZN,SAL,71926.5,2019-11-26,75452
AMZN,AMZN,SAL,71800,2019-12-06,75452
AMZN,AMZN,SAL,71809,2020-01-07,75452
AMZN,AMZN,SAL,72228,2020-01-09,75452
AMZN,AMZN,SAL,72544,2020-01-13,75452
AMZN,AMZN,SAL,72334,2020-01-14,75452
AMZN,AMZN,SAL,72041,2020-01-23,75452
AMZN,AMZN,SAL,71753.913,2020-01-26,75452
AMZN,AMZN,SAL,70658,2020-01-26,75452
AMZN,AMZN,SAL,71672,2020-01-28,75452
AMZN,AMZN,SAL,71085,2020-01-28,75452
AMZN,AMZN,SAL,73499.546,2020-01-28,75452
AMZN,AMZN,SAL,71094.391,2020-01-28,75452
AMZN,AMZN,SAL,72006,2020-01-29,75452
AMZN,AMZN,SAL,72372.518,2019-09-02,75452
AMZN,AMZN,SAL,72055,2019-09-05,75452
AMZN,AMZN,SAL,78342,2019-09-18,75452
AMZN,AMZN,SAL,71528,2019-10-08,75452
AMZN,AMZN,SAL,73565.554,2019-10-15,75452
AMZN,AMZN,SAL,70734.398,2019-10-16,75452
AMZN,AMZN,SAL,72160,2019-10-22,75452
AMZN,AMZN,SAL,72285,2019-10-23,75452
AMZN,AMZN,SAL,80900,2020-04-30,88912
AMZN,AMZN,SAL,78098,2020-04-30,88912
AMZN,AMZN,SAL,82035.957,2020-04-30,88912
AMZN,AMZN,SAL,80826,2020-04-30,88912
AMZN,AMZN,SAL,79235,2020-04-30,88912
AMZN,AMZN,SAL,80271,2020-04-30,88912
AMZN,AMZN,SAL,80901,2020-04-30,88912
AMZN,AMZN,SAL,80945,2020-04-30,88912
AMZN,AMZN,SAL,80900,2020-04-30,88912
AMZN,AMZN,SAL,80821,2020-05-01,88912
AMZN,AMZN,SAL,80953,2020-05-01,88912
AMZN,AMZN,SAL,78298,2020-05-01,88912
AMZN,AMZN,SAL,80291,2020-05-01,88912
AMZN,AMZN,SAL,80501,2020-05-01,88912
AMZN,AMZN,SAL,78436,2020-05-01,88912
AMZN,AMZN,SAL,79199.61,2020-05-01,88912
AMZN,AMZN,SAL,79283,2020-05-01,88912
AMZN,AMZN,SAL,76984.268,2020-05-01,88912
AMZN,AMZN,SAL,80149,2020-05-01,88912
AMZN,AMZN,SAL,81038,2020-05-01,88912
AMZN,AMZN,SAL,78794,2020-05-01,88912
AMZN,AMZN,SAL,80002.866,2020-05-01,88912
AMZN,AMZN,SAL,79174.02,2020-05-01,88912
AMZN,AMZN,SAL,79872,2020-05-01,88912
AMZN,AMZN,SAL,80775.9,2020-05-01,88912
AMZN,AMZN,SAL,80955.8,2020-05-01,88912
AMZN,AMZN,SAL,80906,2020-05-01,88912
AMZN,AMZN,SAL,81653,2020-05-01,88912
AMZN,AMZN,SAL,80537,2020-05-01,88912
AMZN,AMZN,SAL,75153,2020-05-01,88912
AMZN,AMZN,SAL,81000,2020-05-01,88912
AMZN,AMZN,SAL,80750,2020-05-01,88912
AMZN,AMZN,SAL,81044,2020-05-05,88912
AMZN,AMZN,SAL,80126,2020-05-05,88912
AMZN,AMZN,SAL,85065.74,2020-06-09,88912
AMZN,AMZN,SAL,82411,2020-06-09,88912
AMZN,AMZN,SAL,87976,2020-06-10,88912
AMZN,AMZN,SAL,79935,2020-06-16,88912
AMZN,AMZN,SAL,86501,2020-06-17,88912
AMZN,AMZN,SAL,77121,2020-06-22,88912
AMZN,AMZN,SAL,83963,2020-06-25,88912
AMZN,AMZN,SAL,82667,2020-06-29,88912
AMZN,AMZN,SAL,80679.133,2020-07-09,88912
AMZN,AMZN,SAL,85603,2020-07-13,88912
AMZN,AMZN,SAL,81304.5,2020-07-19,88912
AMZN,AMZN,SAL,81551,2020-07-20,88912
AMZN,AMZN,SAL,87921.358,2020-07-20,88912
AMZN,AMZN,SAL,82885,2020-07-21,88912
AMZN,AMZN,SAL,84020,2020-07-23,88912
AMZN,AMZN,SAL,79912.397,2020-07-24,88912
AMZN,AMZN,SAL,80272,2020-07-26,88912
AMZN,AMZN,SAL,91058,2020-07-27,88912
AMZN,AMZN,SAL,81594,2020-07-27,88912
AMZN,AMZN,SAL,81668,2020-07-27,88912
AMZN,AMZN,SAL,81116,2020-07-29,88912
AMZN,AMZN,SAL,75824,2020-01-30,88912
AMZN,AMZN,SAL,75662,2020-01-30,88912
AMZN,AMZN,SAL,75888.793,2020-01-30,88912
AMZN,AMZN,SAL,76477,2020-01-30,88912
AMZN,AMZN,SAL,76201,2020-01-30,88912
AMZN,AMZN,SAL,75284,2020-01-30,88912
AMZN,AMZN,SAL,76574,2020-01-30,88912
AMZN,AMZN,SAL,76379,2020-01-30,88912
AMZN,AMZN,SAL,77150,2020-01-31,88912
AMZN,AMZN,SAL,75401,2020-01-31,88912
AMZN,AMZN,SAL,74484,2020-01-31,88912
AMZN,AMZN,SAL,75109,2020-01-31,88912
AMZN,AMZN,SAL,76397.732,2020-01-31,88912
AMZN,AMZN,SAL,76228,2020-01-31,88912
AMZN,AMZN,SAL,76759,2020-01-31,88912
AMZN,AMZN,SAL,76271.4,2020-01-31,88912
AMZN,AMZN,SAL,75774.264,2020-01-31,88912
AMZN,AMZN,SAL,76040,2020-01-31,88912
AMZN,AMZN,SAL,76342.83,2020-01-31,88912
AMZN,AMZN,SAL,76280.467,2020-01-31,88912
AMZN,AMZN,SAL,74486,2020-01-31,88912
AMZN,AMZN,SAL,77285.907,2020-01-31,88912
AMZN,AMZN,SAL,75533.9,2020-01-31,88912
AMZN,AMZN,SAL,76659,2020-01-31,88912
AMZN,AMZN,SAL,74873.078,2020-01-31,88912
AMZN,AMZN,SAL,75670,2020-01-31,88912
AMZN,AMZN,SAL,75415,2020-01-31,88912
AMZN,AMZN,SAL,75969,2020-01-31,88912
AMZN,AMZN,SAL,75977,2020-02-13,88912
AMZN,AMZN,SAL,75112.6,2020-03-03,88912
AMZN,AMZN,SAL,75268,2020-03-10,88912
AMZN,AMZN,SAL,74300,2020-03-13,88912
AMZN,AMZN,SAL,77173,2020-03-18,88912
AMZN,AMZN,SAL,69720.6,2020-03-19,88912
AMZN,AMZN,SAL,77122,2020-03-20,88912
AMZN,AMZN,SAL,69692.594,2020-03-20,88912
AMZN,AMZN,SAL,78036,2020-03-26,88912
AMZN,AMZN,SAL,78561.58,2020-03-29,88912
AMZN,AMZN,SAL,78688,2020-03-30,88912
AMZN,AMZN,SAL,75342,2020-03-31,88912
AMZN,AMZN,SAL,78959,2020-04-07,88912
AMZN,AMZN,SAL,76541,2020-04-08,88912
AMZN,AMZN,SAL,74495,2020-04-13,88912
AMZN,AMZN,SAL,76022,2020-04-13,88912
AMZN,AMZN,SAL,75613.871,2020-04-15,88912
AMZN,AMZN,SAL,82001,2020-04-16,88912
AMZN,AMZN,SAL,75730.4,2020-04-20,88912
AMZN,AMZN,SAL,79023,2020-04-22,88912
AMZN,AMZN,SAL,78000,2020-04-22,88912
AMZN,AMZN,SAL,77909,2020-04-23,88912
AMZN,AMZN,SAL,82764.94,2020-04-23,88912
AMZN,AMZN,SAL,77809.008,2020-04-24,88912
AMZN,AMZN,SAL,76614,2020-04-24,88912
AMZN,AMZN,SAL,85871,2020-04-26,88912
AMZN,AMZN,SAL,81792,2020-04-26,88912
AMZN,AMZN,SAL,90857,2020-04-27,88912
AMZN,AMZN,SAL,79162,2020-04-27,88912
AMZN,AMZN,SAL,76275.301,2020-04-27,88912
AMZN,AMZN,SAL,77800,2020-04-27,88912
AMZN,AMZN,SAL,80657,2020-04-27,88912
AMZN,AMZN,SAL,82243,2020-04-29,88912
AMZN,AMZN,SAL,76062.851,2019-10-24,88912
AMZN,AMZN,SAL,75310.99,2019-10-24,88912
AMZN,AMZN,SAL,76231,2019-10-24,88912
AMZN,AMZN,SAL,76207,2019-10-24,88912
AMZN,AMZN,SAL,76800,2019-10-24,88912
AMZN,AMZN,SAL,74267,2019-10-25,88912
AMZN,AMZN,SAL,75783.8,2019-10-25,88912
AMZN,AMZN,SAL,73843,2019-10-25,88912
AMZN,AMZN,SAL,75166.71,2019-10-25,88912
AMZN,AMZN,SAL,74256,2019-10-25,88912
AMZN,AMZN,SAL,74843,2019-10-25,88912
AMZN,AMZN,SAL,76799.976,2019-10-25,88912
AMZN,AMZN,SAL,74872.099,2019-10-25,88912
AMZN,AMZN,SAL,74559,2019-10-25,88912
AMZN,AMZN,SAL,75493.798,2019-10-25,88912
AMZN,AMZN,SAL,75642,2019-10-25,88912
AMZN,AMZN,SAL,74382.4,2019-10-25,88912
AMZN,AMZN,SAL,75279,2019-10-25,88912
