TICKER,OFTIC,ANALYS,FPI,MEASURE,VALUE,FPEDATS,ANNDATS,ACTUAL,ANNDATS_ACT
AMZN,AMZN,80702,6,EPS,0.3385,2020/3/31,2020/4/22,0.2505,2020/4/30
AMZN,AMZN,80523,6,EPS,0.273,2020/3/31,2020/4/23,0.2505,2020/4/30
AMZN,AMZN,72088,6,EPS,0.3255,2020/3/31,2020/4/23,0.2505,2020/4/30
AMZN,AMZN,133860,6,EPS,0.3035,2020/3/31,2020/4/24,0.2505,2020/4/30
AMZN,AMZN,166386,6,EPS,0.3005,2020/3/31,2020/4/24,0.2505,2020/4/30
AMZN,AMZN,80183,6,EPS,0.3475,2020/3/31,2020/4/26,0.2505,2020/4/30
AMZN,AMZN,87229,6,EPS,0.3165,2020/3/31,2020/4/26,0.2505,2020/4/30
AMZN,AMZN,192537,6,EPS,0.2735,2020/3/31,2020/4/26,0.2505,2020/4/30
AMZN,AMZN,114392,6,EPS,0.4854,2020/3/31,2020/4/27,0.2505,2020/4/30
AMZN,AMZN,119308,6,EPS,0.3015,2020/3/31,2020/4/27,0.2505,2020/4/30
AMZN,AMZN,85902,6,EPS,0.259,2020/3/31,2020/4/27,0.2505,2020/4/30
AMZN,AMZN,22953,6,EPS,0.3155,2020/3/31,2020/4/27,0.2505,2020/4/30
AMZN,AMZN,194103,6,EPS,0.2575,2020/3/31,2020/4/27,0.2505,2020/4/30
AMZN,AMZN,59339,7,EPS,0.3841,2020/3/31,2019/10/24,0.2505,2020/4/30
AMZN,AMZN,182826,7,EPS,0.335,2020/3/31,2019/10/24,0.2505,2020/4/30
AMZN,AMZN,87229,7,EPS,0.2985,2020/3/31,2019/10/24,0.2505,2020/4/30
AMZN,AMZN,108441,7,EPS,0.3425,2020/3/31,2019/10/24,0.2505,2020/4/30
AMZN,AMZN,73111,7,EPS,0.2375,2020/3/31,2019/10/24,0.2505,2020/4/30
AMZN,AMZN,114459,7,EPS,0.391,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,118746,7,EPS,0.3885,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,192535,7,EPS,0.33,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,58063,7,EPS,0.315,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,141764,7,EPS,0.3265,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,125796,7,EPS,0.19,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,109688,7,EPS,0.2284,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,123215,7,EPS,0.3605,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,72088,7,EPS,0.3905,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,106993,7,EPS,0.2795,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,114392,7,EPS,0.3797,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,108299,7,EPS,0.3805,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,0,7,EPS,0.396,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,124377,7,EPS,0.324,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,119308,7,EPS,0.3645,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,166386,7,EPS,0.3775,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,133860,7,EPS,0.308,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,146997,7,EPS,0.263,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,80523,7,EPS,0.264,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,125888,7,EPS,0.2765,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,77748,7,EPS,0.41,2020/3/31,2019/10/25,0.2505,2020/4/30
AMZN,AMZN,72088,7,EPS,0.333,2020/3/31,2019/11/26,0.2505,2020/4/30
AMZN,AMZN,192535,7,EPS,0.2495,2020/3/31,2019/11/26,0.2505,2020/4/30
AMZN,AMZN,0,7,EPS,0.356,2020/3/31,2019/12/2,0.2505,2020/4/30
AMZN,AMZN,59339,7,EPS,0.355,2020/3/31,2019/12/18,0.2505,2020/4/30
AMZN,AMZN,114459,7,EPS,0.321,2020/3/31,2019/12/23,0.2505,2020/4/30
AMZN,AMZN,56585,7,EPS,0.3885,2020/3/31,2020/1/7,0.2505,2020/4/30
AMZN,AMZN,194103,7,EPS,0.2835,2020/3/31,2020/1/9,0.2505,2020/4/30
AMZN,AMZN,192537,7,EPS,0.3405,2020/3/31,2020/1/13,0.2505,2020/4/30
AMZN,AMZN,142116,7,EPS,0.3,2020/3/31,2020/1/14,0.2505,2020/4/30
AMZN,AMZN,146997,7,EPS,0.248,2020/3/31,2020/1/16,0.2505,2020/4/30
AMZN,AMZN,125405,7,EPS,0.315,2020/3/31,2020/1/22,0.2505,2020/4/30
AMZN,AMZN,108299,7,EPS,0.275,2020/3/31,2020/1/23,0.2505,2020/4/30
AMZN,AMZN,194103,7,EPS,0.2675,2020/3/31,2020/1/23,0.2505,2020/4/30
AMZN,AMZN,87229,7,EPS,0.2125,2020/3/31,2020/1/26,0.2505,2020/4/30
AMZN,AMZN,80183,7,EPS,0.3325,2020/3/31,2020/1/26,0.2505,2020/4/30
AMZN,AMZN,56585,7,EPS,0.337,2020/3/31,2020/1/26,0.2505,2020/4/30
AMZN,AMZN,141764,7,EPS,0.288,2020/3/31,2020/1/27,0.2505,2020/4/30
AMZN,AMZN,72088,7,EPS,0.334,2020/3/31,2020/1/28,0.2505,2020/4/30
AMZN,AMZN,105975,7,EPS,0.265,2020/3/31,2020/1/28,0.2505,2020/4/30
AMZN,AMZN,114392,7,EPS,0.3793,2020/3/31,2020/1/28,0.2505,2020/4/30
AMZN,AMZN,123215,7,EPS,0.2785,2020/3/31,2020/1/29,0.2505,2020/4/30
AMZN,AMZN,87229,8,EPS,0.3915,2020/3/31,2019/9/2,0.2505,2020/4/30
AMZN,AMZN,105975,8,EPS,0.3755,2020/3/31,2019/9/5,0.2505,2020/4/30
AMZN,AMZN,182826,8,EPS,0.471,2020/3/31,2019/9/18,0.2505,2020/4/30
AMZN,AMZN,0,8,EPS,0.4365,2020/3/31,2019/9/27,0.2505,2020/4/30
AMZN,AMZN,123215,8,EPS,0.44,2020/3/31,2019/10/8,0.2505,2020/4/30
AMZN,AMZN,146997,8,EPS,0.309,2020/3/31,2019/10/14,0.2505,2020/4/30
AMZN,AMZN,72088,8,EPS,0.4,2020/3/31,2019/10/15,0.2505,2020/4/30
AMZN,AMZN,114392,8,EPS,0.4834,2020/3/31,2019/10/16,0.2505,2020/4/30
AMZN,AMZN,125888,8,EPS,0.3875,2020/3/31,2019/10/23,0.2505,2020/4/30
AMZN,AMZN,59339,6,EPS,0.107,2020/6/30,2020/4/30,0.515,2020/7/30
AMZN,AMZN,79306,6,EPS,0.1045,2020/6/30,2020/4/30,0.515,2020/7/30
AMZN,AMZN,72088,6,EPS,0.13,2020/6/30,2020/4/30,0.515,2020/7/30
AMZN,AMZN,108441,6,EPS,0.1065,2020/6/30,2020/4/30,0.515,2020/7/30
AMZN,AMZN,125405,6,EPS,0.0955,2020/6/30,2020/4/30,0.515,2020/7/30
AMZN,AMZN,80183,6,EPS,0.107,2020/6/30,2020/4/30,0.515,2020/7/30
AMZN,AMZN,56585,6,EPS,-0.014,2020/6/30,2020/4/30,0.515,2020/7/30
AMZN,AMZN,192535,6,EPS,0.113,2020/6/30,2020/4/30,0.515,2020/7/30
AMZN,AMZN,22953,6,EPS,-0.02,2020/6/30,2020/4/30,0.515,2020/7/30
AMZN,AMZN,123215,6,EPS,0.0175,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,80702,6,EPS,0.095,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,192537,6,EPS,0.0625,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,58063,6,EPS,0.008,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,141764,6,EPS,0.0215,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,125796,6,EPS,0.0575,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,111135,6,EPS,0.0275,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,85902,6,EPS,0.008,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,73111,6,EPS,0.0355,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,114392,6,EPS,0.2241,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,146997,6,EPS,0.1555,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,133860,6,EPS,-0.04,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,87229,6,EPS,0.038,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,124377,6,EPS,-0.0145,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,125888,6,EPS,0.029,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,166386,6,EPS,0.075,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,80523,6,EPS,0.0545,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,119308,6,EPS,0.1095,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,194103,6,EPS,0.0415,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,108299,6,EPS,-0.119,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,142116,6,EPS,0.086,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,77748,6,EPS,0.1745,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,70872,6,EPS,0.0905,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,106993,6,EPS,0.093,2020/6/30,2020/5/1,0.515,2020/7/30
AMZN,AMZN,182826,6,EPS,0.241,2020/6/30,2020/5/5,0.515,2020/7/30
AMZN,AMZN,135458,6,EPS,0.0715,2020/6/30,2020/5/5,0.515,2020/7/30
AMZN,AMZN,146997,6,EPS,0.15,2020/6/30,2020/5/31,0.515,2020/7/30
AMZN,AMZN,85902,6,EPS,0.0145,2020/6/30,2020/6/9,0.515,2020/7/30
AMZN,AMZN,73111,6,EPS,0.1245,2020/6/30,2020/6/9,0.515,2020/7/30
AMZN,AMZN,105975,6,EPS,0.093,2020/6/30,2020/6/10,0.515,2020/7/30
AMZN,AMZN,9584,6,EPS,0.0855,2020/6/30,2020/6/16,0.515,2020/7/30
AMZN,AMZN,182826,6,EPS,0.1905,2020/6/30,2020/6/17,0.515,2020/7/30
AMZN,AMZN,110432,6,EPS,-0.032,2020/6/30,2020/6/22,0.515,2020/7/30
AMZN,AMZN,123215,6,EPS,0.064,2020/6/30,2020/6/25,0.515,2020/7/30
AMZN,AMZN,79306,6,EPS,0.1075,2020/6/30,2020/6/29,0.515,2020/7/30
AMZN,AMZN,78750,6,EPS,0.0595,2020/6/30,2020/7/13,0.515,2020/7/30
AMZN,AMZN,146997,6,EPS,0.182,2020/6/30,2020/7/16,0.515,2020/7/30
AMZN,AMZN,166386,6,EPS,0.068,2020/6/30,2020/7/20,0.515,2020/7/30
AMZN,AMZN,72088,6,EPS,0.1165,2020/6/30,2020/7/20,0.515,2020/7/30
AMZN,AMZN,192537,6,EPS,0.0315,2020/6/30,2020/7/21,0.515,2020/7/30
AMZN,AMZN,194103,6,EPS,0.0925,2020/6/30,2020/7/23,0.515,2020/7/30
AMZN,AMZN,114392,6,EPS,0.2666,2020/6/30,2020/7/24,0.515,2020/7/30
AMZN,AMZN,87229,6,EPS,0.095,2020/6/30,2020/7/26,0.515,2020/7/30
AMZN,AMZN,56585,6,EPS,0.0445,2020/6/30,2020/7/26,0.515,2020/7/30
AMZN,AMZN,105975,6,EPS,0.11,2020/6/30,2020/7/27,0.515,2020/7/30
AMZN,AMZN,80702,6,EPS,0.0895,2020/6/30,2020/7/27,0.515,2020/7/30
AMZN,AMZN,85902,6,EPS,0.063,2020/6/30,2020/7/27,0.515,2020/7/30
AMZN,AMZN,125405,6,EPS,0.2495,2020/6/30,2020/7/13,0.515,2020/7/30
AMZN,AMZN,125888,6,EPS,0.0265,2020/6/30,2020/7/29,0.515,2020/7/30
AMZN,AMZN,59339,7,EPS,0.337,2020/6/30,2020/1/30,0.515,2020/7/30
AMZN,AMZN,110432,7,EPS,0.354,2020/6/30,2020/1/30,0.515,2020/7/30
AMZN,AMZN,123215,7,EPS,0.35,2020/6/30,2020/1/30,0.515,2020/7/30
AMZN,AMZN,80183,7,EPS,0.3715,2020/6/30,2020/1/30,0.515,2020/7/30
AMZN,AMZN,79306,7,EPS,0.2985,2020/6/30,2020/1/30,0.515,2020/7/30
AMZN,AMZN,125888,7,EPS,0.3625,2020/6/30,2020/1/30,0.515,2020/7/30
AMZN,AMZN,108441,7,EPS,0.2915,2020/6/30,2020/1/30,0.515,2020/7/30
AMZN,AMZN,182826,7,EPS,0.3705,2020/6/30,2020/1/30,0.515,2020/7/30
AMZN,AMZN,56585,7,EPS,0.3225,2020/6/30,2020/1/30,0.515,2020/7/30
AMZN,AMZN,87229,7,EPS,0.2815,2020/6/30,2020/1/30,0.515,2020/7/30
AMZN,AMZN,22953,7,EPS,0.2675,2020/6/30,2020/1/30,0.515,2020/7/30
AMZN,AMZN,125405,7,EPS,0.408,2020/6/30,2020/1/30,0.515,2020/7/30
AMZN,AMZN,192537,7,EPS,0.3095,2020/6/30,2020/1/31,0.515,2020/7/30
AMZN,AMZN,192535,7,EPS,0.3935,2020/6/30,2020/1/31,0.515,2020/7/30
AMZN,AMZN,58063,7,EPS,0.3075,2020/6/30,2020/1/31,0.515,2020/7/30
AMZN,AMZN,141764,7,EPS,0.206,2020/6/30,2020/1/31,0.515,2020/7/30
AMZN,AMZN,125796,7,EPS,0.2595,2020/6/30,2020/1/31,0.515,2020/7/30
AMZN,AMZN,111135,7,EPS,0.257,2020/6/30,2020/1/31,0.515,2020/7/30
AMZN,AMZN,133860,7,EPS,0.358,2020/6/30,2020/1/31,0.515,2020/7/30
AMZN,AMZN,142116,7,EPS,0.3335,2020/6/30,2020/1/31,0.515,2020/7/30
AMZN,AMZN,80523,7,EPS,0.291,2020/6/30,2020/1/31,0.515,2020/7/30
AMZN,AMZN,114459,7,EPS,0.319,2020/6/30,2020/1/31,0.515,2020/7/30
AMZN,AMZN,77748,7,EPS,0.307,2020/6/30,2020/1/31,0.515,2020/7/30
