TICKER,OFTIC,MEASURE,VALUE,ANNDATS,ACTUAL
AMZN,AMZN,GRM,39.2,2020-05-01,39.57
AMZN,AMZN,GRM,40,2020-05-01,39.57
AMZN,AMZN,GRM,39.9,2020-05-01,39.57
AMZN,AMZN,GRM,39.9,2020-05-01,39.57
AMZN,AMZN,GRM,40.1,2020-05-01,39.57
AMZN,AMZN,GRM,40.4,2020-05-01,39.57
AMZN,AMZN,GRM,40,2020-05-01,39.57
AMZN,AMZN,GRM,40.2,2020-05-01,39.57
AMZN,AMZN,GRM,41,2020-05-05,39.57
AMZN,AMZN,GRM,40.1,2020-05-05,39.57
AMZN,AMZN,GRM,39.8,2020-06-10,39.57
AMZN,AMZN,GRM,39.7,2020-06-10,39.57
AMZN,AMZN,GRM,41,2020-06-25,39.57
AMZN,AMZN,GRM,39.5,2020-06-29,39.57
AMZN,AMZN,GRM,39,2020-07-13,39.57
AMZN,AMZN,GRM,39.3,2020-07-15,39.57
AMZN,AMZN,GRM,40,2020-07-19,39.57
AMZN,AMZN,GRM,39.7,2020-07-20,39.57
AMZN,AMZN,GRM,39,2020-07-23,39.57
AMZN,AMZN,GRM,40.422,2020-07-24,39.57
AMZN,AMZN,GRM,39.4,2020-07-26,39.57
AMZN,AMZN,GRM,40.8,2020-07-26,39.57
