TICKER,OFTIC,ANALYS,FPI,MEASURE,VALUE,FPEDATS,ANNDATS,ACTUAL,ANNDATS_ACT
WMT,WMT,183603,6,EPS,0.4233,2020/7/31,2020/5/20,0.52,2020/8/18
WMT,WMT,113251,6,EPS,0.37,2020/7/31,2020/5/20,0.52,2020/8/18
WMT,WMT,187554,6,EPS,0.43,2020/7/31,2020/5/20,0.52,2020/8/18
WMT,WMT,190834,6,EPS,0.42,2020/7/31,2020/5/19,0.52,2020/8/18
WMT,WMT,115583,6,EPS,0.3933,2020/7/31,2020/5/27,0.52,2020/8/18
WMT,WMT,113251,6,EPS,0.3633,2020/7/31,2020/7/14,0.52,2020/8/18
WMT,WMT,107677,6,EPS,0.43,2020/7/31,2020/7/27,0.52,2020/8/18
WMT,WMT,183259,6,EPS,0.4633,2020/7/31,2020/7/29,0.52,2020/8/18
WMT,WMT,113415,6,EPS,0.4533,2020/7/31,2020/8/3,0.52,2020/8/18
WMT,WMT,120210,6,EPS,0.429,2020/7/31,2020/8/10,0.52,2020/8/18
WMT,WMT,113156,6,EPS,0.4067,2020/7/31,2020/8/12,0.52,2020/8/18
WMT,WMT,110432,6,EPS,0.4233,2020/7/31,2020/8/13,0.52,2020/8/18
WMT,WMT,183603,6,EPS,0.43,2020/7/31,2020/8/13,0.52,2020/8/18
WMT,WMT,190834,6,EPS,0.4267,2020/7/31,2020/8/13,0.52,2020/8/18
WMT,WMT,82287,6,EPS,0.4167,2020/7/31,2020/8/13,0.52,2020/8/18
WMT,WMT,127023,6,EPS,0.4167,2020/7/31,2020/8/13,0.52,2020/8/18
WMT,WMT,187554,6,EPS,0.42,2020/7/31,2020/8/16,0.52,2020/8/18
WMT,WMT,119883,6,EPS,0.4367,2020/7/31,2020/8/17,0.52,2020/8/18
WMT,WMT,82287,7,EPS,0.4433,2020/7/31,2020/2/18,0.52,2020/8/18
WMT,WMT,75676,7,EPS,0.4467,2020/7/31,2020/2/18,0.52,2020/8/18
WMT,WMT,7891,7,EPS,0.4433,2020/7/31,2020/2/18,0.52,2020/8/18
WMT,WMT,119883,7,EPS,0.4433,2020/7/31,2020/2/18,0.52,2020/8/18
WMT,WMT,127023,7,EPS,0.4467,2020/7/31,2020/2/18,0.52,2020/8/18
WMT,WMT,113251,7,EPS,0.45,2020/7/31,2020/2/18,0.52,2020/8/18
WMT,WMT,122956,7,EPS,0.4367,2020/7/31,2020/2/18,0.52,2020/8/18
WMT,WMT,59339,7,EPS,0.4453,2020/7/31,2020/2/18,0.52,2020/8/18
